CrossingID,SubmissionType,ReportBaseId,ParentReportBaseId,CrossingClosed,ReportingAgencyTypeID,ReportingAgencyID,RevisionDate,ReasonID,CrossingIdSuffix,ReportStatus,LastUpdated,Railroad,StateCD,StateName,CntyCD,CountyName,Nearest,CityCD,CityName,Street,BlockNumb,Highway,SepInd,SepRr1,SepRr2,SepRr3,SepRr4,MultFrmsFiLed,SameInd,SameRr1,SameRr2,SameRr3,SameRr4,RrID,Ttstn,TtstnNam,RrMain,XingOwnr,TypeXing,XPurpose,PosXing,OpenPub,TypeTrnSrvcIDs,DevelTypID,XingAdj,XngAdjNo,Whistban,WhistDate,HscoRrid,SfxHscoRrid,LLsource,RrNarr1,RrNarr2,RrNarr3,RrNarr4,StNarr1,StNarr2,StNarr3,StNarr4,RrNarr,StNarr,PolCont,RrCont,HwyCont,THRRequestNo,CCMQzid,OperatingRailroadCode,OperatingRailroadType,RrDiv,RrSubDiv,Branch,PrfxMilePost,MilePost,SfxMilePost,Lt1PassMov,PassCnt,DayThru,NghtThru,TotalSwt,TotalLtr,Lt1Mov,WeekTrnMov,YearTrnMov,MaxTtSpd,MinSpd,MaxSpd,MainTrk,SidingTrk,YardTrk,TransitTrk,IndustryTrk,OthrTrk,OthrTrkDes,SpselIDs,Sgnleqp,EMonitorDvce,HealthMonitor,NoSigns,XBuck,StopStd,YieldStd,AdvWarn,AdvW10_1,AdvW10_2,AdvW10_3,AdvW10_4,AdvW10_11,AdvW10_12,Low_Grnd,Low_GrndSigns,PaveMrkIDs,Channel,Exempt,EnsSign,OthSgn,OthSgn1,OthDes1,OthSgn2,OthDes2,OthSgn3,OthDes3,PrvxSign,Led,Gates,GatePed,GateConf,GateConfType,FlashOv,FlashNov,CFlashType,FlashPost,FlashPostType,Bkl_FlashPost,Sdl_FlashPost,FlashPai,AwdIDate,AwhornChk,AwhornlDate,HwyTrafSignl,Wigwags,Bells,SpecPro,FlashOth,FlashOthDes,HwynrSig,Intrprmp,PrempType,HwtrfPsig,HwtrfPsigsdis,HwtrfPsiglndis,MonitorDev,WdCode,TraficLn,TraflnType,HwyPved,Downst,Illumina,XSurfDate,XSurfWidth,XSurfLength,XSurfaceIDs,XSurOthr,HwyNear,HwynDist,XAngle,ComPower,HwySys,HwyClassCD,HwyClassrdtpID,StHwy1,HwySpeed,HwySpeedps,LrsRouteid,LrsMilePost,Aadt,AadtYear,PctTruk,SchlBusChk,SchlBsCnt,HazmtVeh,EmrgncySrvc,ReportYear,ReportType,DATE_CREAT,DATE_EDITE,OBJECTID,COUNTYNAME,CREATED_BY,EDITED_BY,geometry,reason,city,state,street,railroad,dateTime,duration,created
522517T,Full Inventory Record,5045489,4970649,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 5:35:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,APPLE ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,426.95,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,"1,2",4,NA,1,1,1,NA,2,0,1,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,061987,2,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,56,12,NA,1,NA,3,1,8,1,17,2,35,1,NA,NA,2600,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0706725, 41.6628221)",A stationary train,OSCEOLA,IN,APPLE ROAD,NS,2021-08-11T01:04:00,31-60 minutes,2021-08-10T21:21:09.707
522517T,Full Inventory Record,5045489,4970649,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 5:35:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,APPLE ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,426.95,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,"1,2",4,NA,1,1,1,NA,2,0,1,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,061987,2,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,56,12,NA,1,NA,3,1,8,1,17,2,35,1,NA,NA,2600,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0706725, 41.6628221)",A stationary train,OSCEOLA,IN,APPLE ROAD,NS,2021-08-02T15:47:10,16-30 minutes,2021-08-02T11:47:20.657
522517T,Full Inventory Record,5045489,4970649,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 5:35:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,APPLE ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,426.95,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,"1,2",4,NA,1,1,1,NA,2,0,1,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,061987,2,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,56,12,NA,1,NA,3,1,8,1,17,2,35,1,NA,NA,2600,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0706725, 41.6628221)",A stationary train,OSCEOLA,IN,APPLE ROAD,NS,2021-05-04T20:28:00,31-60 minutes,2021-05-04T16:29:09.52
522517T,Full Inventory Record,5045489,4970649,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 5:35:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,APPLE ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,426.95,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,"1,2",4,NA,1,1,1,NA,2,0,1,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,061987,2,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,56,12,NA,1,NA,3,1,8,1,17,2,35,1,NA,NA,2600,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0706725, 41.6628221)",A stationary train,OSCEOLA,IN,APPLE ROAD,NS,2021-05-04T19:17:00,1-2 hours,2021-05-04T16:21:40.103
522517T,Full Inventory Record,5045489,4970649,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 5:35:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,APPLE ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,426.95,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,"1,2",4,NA,1,1,1,NA,2,0,1,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,061987,2,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,56,12,NA,1,NA,3,1,8,1,17,2,35,1,NA,NA,2600,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0706725, 41.6628221)",A stationary train,OSCEOLA,IN,APPLE ROAD,NS,2021-05-04T19:11:00,1-2 hours,2021-05-04T16:15:02.073
522517T,Full Inventory Record,5045489,4970649,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 5:35:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,APPLE ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,426.95,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,"1,2",4,NA,1,1,1,NA,2,0,1,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,061987,2,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,56,12,NA,1,NA,3,1,8,1,17,2,35,1,NA,NA,2600,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0706725, 41.6628221)",A stationary train,OSCEOLA,IN,APPLE ROAD,NS,2021-05-04T19:11:00,1-2 hours,2021-05-04T16:13:15.853
522518A,Full Inventory Record,5032953,4955648,No,1,1622,5/1/2022 12:00:00 AM,14,NS,Published,5/1/2022 8:21:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,CHESTNUT STREET,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.01,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,0,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,0,1,1,1,2,2,061987,0,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,24,12,NA,1,NA,3,1,8,0,19,2,35,1,NA,NA,2550,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0719294, 41.6627338)",A stationary train,OSCEOLA,IN,CHESTNUT STREET,NS,2021-08-02T15:47:29,16-30 minutes,2021-08-02T11:47:38.047
522518A,Full Inventory Record,5032953,4955648,No,1,1622,5/1/2022 12:00:00 AM,14,NS,Published,5/1/2022 8:21:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,CHESTNUT STREET,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.01,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,0,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,0,1,1,1,2,2,061987,0,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,24,12,NA,1,NA,3,1,8,0,19,2,35,1,NA,NA,2550,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0719294, 41.6627338)",A stationary train,OSCEOLA,IN,CHESTNUT STREET,NS,2021-05-04T20:29:00,31-60 minutes,2021-05-04T16:29:26.167
522518A,Full Inventory Record,5032953,4955648,No,1,1622,5/1/2022 12:00:00 AM,14,NS,Published,5/1/2022 8:21:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,CHESTNUT STREET,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.01,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,0,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,0,1,1,1,2,2,061987,0,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,24,12,NA,1,NA,3,1,8,0,19,2,35,1,NA,NA,2550,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0719294, 41.6627338)",A stationary train,OSCEOLA,IN,CHESTNUT STREET,NS,2021-05-04T19:15:00,1-2 hours,2021-05-04T16:21:56.337
522518A,Full Inventory Record,5032953,4955648,No,1,1622,5/1/2022 12:00:00 AM,14,NS,Published,5/1/2022 8:21:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,CHESTNUT STREET,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.01,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,0,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,0,1,1,1,2,2,061987,0,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,24,12,NA,1,NA,3,1,8,0,19,2,35,1,NA,NA,2550,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0719294, 41.6627338)",A stationary train,OSCEOLA,IN,CHESTNUT STREET,NS,2021-05-04T19:15:00,1-2 hours,2021-05-04T16:15:15.68
522518A,Full Inventory Record,5032953,4955648,No,1,1622,5/1/2022 12:00:00 AM,14,NS,Published,5/1/2022 8:21:53 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,CHESTNUT STREET,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,12,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,80,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.01,NA,2,4,26,34,4,0,2,NA,2022,79,20,40,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,0,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,0,1,1,1,2,2,061987,0,NA,2,0,0,1,0,0,1,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,24,12,NA,1,NA,3,1,8,0,19,2,35,1,NA,NA,2550,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0719294, 41.6627338)",A stationary train,OSCEOLA,IN,CHESTNUT STREET,NS,2021-05-04T19:13:00,1-2 hours,2021-05-04T16:13:39.773
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2022-05-24T20:21:00,16-30 minutes,2022-05-24T16:22:51.75
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2021-11-11T21:05:00,31-60 minutes,2021-11-13T13:24:58.527
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2021-11-10T16:30:00,0-15 minutes,2021-11-13T12:33:59.113
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2021-05-27T22:33:00,31-60 minutes,2021-05-27T19:01:35.69
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2021-05-15T16:00:00,16-30 minutes,2021-05-16T22:08:42.687
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2021-05-04T20:29:00,31-60 minutes,2021-05-04T16:29:44.087
522519G,Full Inventory Record,5033567,4956805,No,1,1622,5/2/2022 12:00:00 AM,14,NS,Published,5/2/2022 12:54:06 PM,NS,18,IN,18141,ST JOSEPH,0,181413790,OSCEOLA,BEECH ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362416,OSCEOLA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,INP-ENSSIGN 12-2009,2,90,1,2,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,427.44,NA,2,4,26,34,4,0,2,NA,2022,79,30,50,2,0,0,0,0,0,NA,11,1,2,2,1,2,0,0,1,3,NA,NA,NA,NA,NA,2,NA,"1,2",3,2,1,1,2,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,1,0,1,1,2,2,021992,2,NA,2,0,0,1,0,gate lights,2,1,NA,2,0,0,0,8,2,2,1,2,1,NA,25,40,12,NA,1,NA,3,1,3,1,16,2,35,1,NA,NA,3526,2018,8,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,84,ST. JOSEPH,DOTRAH,DOTRAH,"c(-86.0803353, 41.6623329)",A stationary train,OSCEOLA,IN,BEECH ROAD,NS,2021-05-04T19:17:00,1-2 hours,2021-05-04T16:22:09.96
